SSBD:database ID,Project Name,Dataset,Title,Organism,Contact,Organization,Biological Imaging Method,Paper Information,Paper DOI,Dataset License,File Path,Dimensions
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x1_worm1,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x1_worm1.zarr/0,518 x 265 x 152 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x1_worm2,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x1_worm2.zarr/0,521 x 264 x 154 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x1_worm3,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x1_worm3.zarr/0,519 x 261 x 142 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x27_worm1,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x27_worm1.zarr/0,526 x 271 x 167 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x27_worm2,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x27_worm2.zarr/0,521 x 268 x 160 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x27_worm3,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x27_worm3.zarr/0,523 x 264 x 165 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x3_worm1,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x3_worm1.zarr/0,521 x 267 x 175 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x3_worm2,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x3_worm2.zarr/0,522 x 273 x 152 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x3_worm3,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x3_worm3.zarr/0,516 x 267 x 157 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x9_worm1,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x9_worm1.zarr/0,516 x 266 x 156 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x9_worm2,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x9_worm2.zarr/0,526 x 265 x 166 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140911_DiR_x9_worm3,3D single-channel laser-scanning confocal microscopy (LSCM) images about neuronal nuclei in C. elegans (strain JN2100) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140911_DiR_x9_worm3.zarr/0,517 x 265 x 147 x 3 x 1
ssbd-database-000011,11-Toyoshima-NeuAct,140919a_stack_1.45u,Time-lapse 3D multi-channel spinning disk confocal microscopy (SDCM) images about neuronal nuclei in C. elegans (strain JN2101) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/140919a_stack_1.45u.zarr/0,512 x 256 x 20 x 3 x 591
ssbd-database-000011,11-Toyoshima-NeuAct,tax4_7_t1,Time-lapse 2D multi-channel epifluorescence micsoropy images about neuronal nuclei in C. elegans (strain JN2101) adult,Caenorhabditis elegans,Yu Toyoshima,The University of Tokyo,,"Yu Toyoshima, Terumasa Tokunaga, Osamu Hirose, Manami Kanamori, Takayuki Teramoto, Moon Sun Jang, Sayuri Kuge, Takeshi Ishihara, Ryo Yoshida, Yuichi Iino (2016) Accurate Automatic Detection of Densely Distributed Cell Nuclei in 3D Space., PLoS computational biology, Volume 12, Number 6, pp. e1004970",https://doi.org/10.1371/journal.pcbi.1004970,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000011/tax4_7_t1.zarr/0,512 x 512 x 1 x 1 x 241
ssbd-database-000012,12-Takayama-Oocyte,Fig1D_DMRE_110120-1,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1D in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1D_DMRE_110120-1.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1D_DMRE_110120-2,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1D in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1D_DMRE_110120-2.zarr/0,256 x 256 x 1 x 1 x 1338
ssbd-database-000012,12-Takayama-Oocyte,Fig1D_DMRE_110120-3,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1D in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1D_DMRE_110120-3.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1D_DMRE_110124-1,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1D in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1D_DMRE_110124-1.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1D_DMRE_110124-2,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1D in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1D_DMRE_110124-2.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1D_DMRE_111115-1,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1D in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1D_DMRE_111115-1.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1D_DMRE_111115-2,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1D in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1D_DMRE_111115-2.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1E_DMRE_110215-1,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in spe-9(hc88) C. elegans grown in 25C from the L3 stage related to Fig. 1E in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1E_DMRE_110215-1.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1E_DMRE_110215-2,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in spe-9(hc88) C. elegans grown in 25C from the L3 stage related to Fig. 1E in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1E_DMRE_110215-2.zarr/0,256 x 256 x 1 x 1 x 1293
ssbd-database-000012,12-Takayama-Oocyte,Fig1E_DMRE_110215-3,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in spe-9(hc88) C. elegans grown in 25C from the L3 stage related to Fig. 1E in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1E_DMRE_110215-3.zarr/0,256 x 256 x 1 x 1 x 1293
ssbd-database-000012,12-Takayama-Oocyte,Fig1E_DMRE_110301-1,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in spe-9(hc88) C. elegans grown in 25C from the L3 stage related to Fig. 1E in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1E_DMRE_110301-1.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1E_DMRE_110301-3,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in spe-9(hc88) C. elegans grown in 25C from the L3 stage related to Fig. 1E in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1E_DMRE_110301-3.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1E_DMRE_110419-1,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans grown in 25C from the L3 stage related to Fig. 1E in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1E_DMRE_110419-1.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1E_DMRE_110419-2,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans grown in 25C from the L3 stage related to Fig. 1E in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1E_DMRE_110419-2.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1E_DMRE_110419-3,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans grown in 25C from the L3 stage related to Fig. 1E in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1E_DMRE_110419-3.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1E_DMRE_110419-4,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans grown in 25C from the L3 stage related to Fig. 1E in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1E_DMRE_110419-4.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1E_DMRE_110420-2,Calcium response (0.2 s interval) and shape change (1.6 s interval) in oocyte during fertilization in wild-type C. elegans grown in 25C from the L3 stage related to Fig. 1E in Takayama and Onami (2016).,Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1E_DMRE_110420-2.zarr/0,256 x 256 x 1 x 1 x 1350
ssbd-database-000012,12-Takayama-Oocyte,Fig1F_TiE_120517-1,Calcium response and shape change (1.014 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1F in Takayama and Onami (2016),Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1F_TiE_120517-1.zarr/0,256 x 256 x 1 x 1 x 360
ssbd-database-000012,12-Takayama-Oocyte,Fig1F_TiE_120517-2,Calcium response and shape change (1.014 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1F in Takayama and Onami (2016),Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1F_TiE_120517-2.zarr/0,256 x 256 x 1 x 1 x 283
ssbd-database-000012,12-Takayama-Oocyte,Fig1F_TiE_120619-1,Calcium response and shape change (1.014 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1F in Takayama and Onami (2016),Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1F_TiE_120619-1.zarr/0,256 x 256 x 1 x 1 x 310
ssbd-database-000012,12-Takayama-Oocyte,Fig1F_TiE_120619-2,Calcium response and shape change (1.014 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1F in Takayama and Onami (2016),Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1F_TiE_120619-2.zarr/0,256 x 256 x 1 x 1 x 360
ssbd-database-000012,12-Takayama-Oocyte,Fig1F_TiE_120619-3,Calcium response and shape change (1.014 s interval) in oocyte during fertilization in wild-type C. elegans related to Fig. 1F in Takayama and Onami (2016),Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1F_TiE_120619-3.zarr/0,256 x 256 x 1 x 1 x 317
ssbd-database-000012,12-Takayama-Oocyte,Fig1F_TiE_131017-1,Calcium response and shape change (1.014 s interval) in oocyte during fertilization in spe-42 C. elegans related to Fig. 1F in Takayama and Onami (2016),Caenorhabditis elegans,Shuichi Onami,RIKEN,,"Jun Takayama, Shuichi Onami (2016) The Sperm TRP-3 Channel Mediates the Onset of a Ca(2+) Wave in the Fertilized C. elegans Oocyte., Cell reports, Volume 15, Number 3, pp. 625-637",https://doi.org/10.1016/j.celrep.2016.03.040,CC BY-NC-SA,https://dmss3gw.riken.jp/ssbd/omezarr/v0.4/ssbd-000012/Fig1F_TiE_131017-1.zarr/0,256 x 256 x 1 x 1 x 320
